tf_name	task_index	fold_num	run_num	epoch_num	test_prof_nll	test_count_mse	test_count_pears	test_count_spear	val_loss
E2F6	0	1	2	15	400.521	0.598	0.683	0.700	196.397
E2F6	1	1	3	13	238.183	0.598	0.628	0.645	106.077
E2F6	0	2	3	13	377.395	0.761	0.664	0.675	217.535
E2F6	1	2	3	13	221.269	0.758	0.601	0.628	124.934
E2F6	0	3	1	12	372.950	0.689	0.678	0.698	206.127
E2F6	1	3	1	12	217.915	0.545	0.585	0.608	115.511
E2F6	0	4	3	14	379.033	0.845	0.635	0.662	200.846
E2F6	1	4	3	12	225.612	0.672	0.627	0.620	113.899
E2F6	0	5	2	14	385.738	0.605	0.664	0.690	208.442
E2F6	1	5	1	11	225.199	0.705	0.609	0.636	114.786
E2F6	0	6	3	11	387.975	0.591	0.684	0.713	209.411
E2F6	1	6	3	13	232.660	0.484	0.629	0.656	118.235
E2F6	0	7	2	12	373.048	0.656	0.670	0.693	209.049
E2F6	1	7	1	14	222.330	0.733	0.607	0.646	118.138
E2F6	0	8	3	15	361.520	0.746	0.665	0.677	203.683
E2F6	1	8	3	15	213.225	0.749	0.584	0.610	115.636
E2F6	0	9	3	15	364.790	0.586	0.646	0.663	197.785
E2F6	1	9	3	15	213.020	0.548	0.575	0.607	110.703
E2F6	0	10	1	12	357.424	0.839	0.671	0.691	196.310
E2F6	1	10	2	15	209.823	0.893	0.606	0.620	108.963
FOXA2	0	1	3	13	257.532	0.671	0.626	0.581	152.445
FOXA2	1	1	3	15	310.858	0.521	0.614	0.559	194.286
FOXA2	2	1	3	11	189.082	0.499	0.567	0.535	109.144
FOXA2	3	1	1	15	209.243	0.324	0.566	0.561	128.910
FOXA2	0	2	1	15	292.714	0.560	0.680	0.650	149.326
FOXA2	1	2	1	11	337.218	0.413	0.660	0.604	196.383
FOXA2	2	2	3	12	185.610	0.637	0.552	0.517	111.763
FOXA2	3	2	3	14	206.396	0.304	0.566	0.550	130.007
FOXA2	0	3	1	14	284.703	0.743	0.623	0.600	171.155
FOXA2	1	3	2	12	332.500	0.546	0.625	0.594	222.784
FOXA2	2	3	3	14	183.469	0.580	0.534	0.510	110.291
FOXA2	3	3	2	13	203.194	0.341	0.568	0.549	129.081
FOXA2	0	4	2	15	277.841	0.643	0.645	0.597	165.151
FOXA2	1	4	2	15	321.837	0.388	0.645	0.597	216.781
FOXA2	2	4	1	12	182.786	0.503	0.555	0.525	109.509
FOXA2	3	4	3	15	201.374	0.432	0.571	0.558	129.352
FOXA2	0	5	3	13	272.747	0.664	0.633	0.610	159.592
FOXA2	1	5	2	15	325.305	0.453	0.619	0.587	205.828
FOXA2	2	5	3	15	184.486	2.777	0.327	0.549	106.239
FOXA2	3	5	2	11	205.767	0.391	0.551	0.554	125.383
FOXA2	0	6	1	13	255.109	0.794	0.609	0.553	155.865
FOXA2	1	6	3	15	290.408	0.385	0.623	0.571	207.970
FOXA2	2	6	1	15	183.131	0.370	0.565	0.544	109.764
FOXA2	3	6	2	15	201.207	0.384	0.579	0.573	127.588
FOXA2	0	7	2	15	266.429	0.873	0.575	0.584	144.095
FOXA2	1	7	2	15	317.555	0.649	0.580	0.562	184.402
FOXA2	2	7	3	13	186.003	0.681	0.563	0.532	107.025
FOXA2	3	7	2	14	205.005	0.442	0.549	0.557	123.288
FOXA2	0	8	3	15	260.812	0.762	0.633	0.593	152.344
FOXA2	1	8	2	14	313.181	0.674	0.572	0.592	201.055
FOXA2	2	8	2	10	179.263	0.401	0.580	0.553	108.417
FOXA2	3	8	3	15	198.365	0.278	0.590	0.598	127.191
FOXA2	0	9	2	15	259.771	0.669	0.618	0.564	146.130
FOXA2	1	9	1	15	307.433	0.629	0.616	0.554	196.139
FOXA2	2	9	3	12	185.754	0.722	0.549	0.533	106.438
FOXA2	3	9	3	15	205.568	0.421	0.563	0.564	119.565
FOXA2	0	10	3	13	265.114	0.543	0.641	0.591	147.789
FOXA2	1	10	1	14	303.853	0.510	0.618	0.551	193.997
FOXA2	2	10	2	14	184.763	0.493	0.557	0.534	107.394
FOXA2	3	10	1	15	205.407	0.451	0.560	0.534	128.747
SPI1	0	1	1	14	220.984	0.515	0.663	0.622	125.664
SPI1	1	1	2	12	151.678	0.349	0.648	0.607	78.108
SPI1	2	1	3	15	188.275	0.651	0.630	0.577	104.804
SPI1	3	1	2	15	185.640	0.301	0.732	0.705	101.590
SPI1	0	2	1	14	215.589	0.579	0.668	0.615	127.916
SPI1	1	2	2	15	139.183	0.431	0.600	0.572	88.554
SPI1	2	2	1	12	185.788	0.578	0.631	0.589	106.279
SPI1	3	2	1	15	186.089	0.351	0.737	0.717	110.467
SPI1	0	3	3	14	214.649	0.492	0.673	0.629	126.656
SPI1	1	3	2	15	131.661	0.463	0.616	0.570	82.108
SPI1	2	3	2	14	181.094	0.626	0.640	0.590	107.234
SPI1	3	3	2	14	179.286	0.286	0.710	0.689	111.323
SPI1	0	4	2	15	217.352	0.518	0.688	0.632	125.572
SPI1	1	4	1	15	143.909	0.514	0.602	0.598	77.495
SPI1	2	4	2	15	185.677	0.747	0.633	0.578	104.868
SPI1	3	4	3	13	179.709	0.260	0.698	0.680	108.194
SPI1	0	5	2	15	213.671	0.472	0.688	0.636	123.217
SPI1	1	5	2	13	137.822	0.365	0.621	0.570	83.702
SPI1	2	5	1	13	181.886	0.590	0.634	0.588	105.157
SPI1	3	5	3	13	173.458	0.315	0.725	0.687	106.222
SPI1	0	6	1	15	215.434	0.537	0.681	0.637	124.427
SPI1	1	6	2	14	132.736	0.346	0.611	0.564	79.961
SPI1	2	6	1	14	181.928	0.662	0.625	0.581	104.039
SPI1	3	6	2	12	174.770	0.319	0.728	0.693	100.463
SPI1	0	7	1	15	211.073	0.533	0.678	0.623	122.670
SPI1	1	7	1	13	134.979	0.348	0.643	0.607	75.964
SPI1	2	7	2	12	179.633	0.699	0.616	0.568	103.164
SPI1	3	7	2	15	177.912	0.314	0.718	0.697	102.364
SPI1	0	8	1	15	213.751	0.478	0.672	0.621	122.511
SPI1	1	8	2	15	136.724	0.372	0.579	0.563	78.229
SPI1	2	8	2	13	180.579	0.654	0.618	0.564	101.217
SPI1	3	8	1	13	177.748	0.291	0.732	0.712	105.592
SPI1	0	9	3	10	215.747	0.501	0.660	0.624	123.858
SPI1	1	9	2	13	133.481	0.358	0.631	0.579	78.548
SPI1	2	9	3	12	182.650	0.689	0.616	0.572	100.939
SPI1	3	9	2	15	181.115	0.266	0.714	0.687	103.436
SPI1	0	10	2	14	214.208	0.616	0.674	0.614	126.373
SPI1	1	10	2	15	130.761	0.396	0.593	0.548	77.335
SPI1	2	10	3	14	182.556	0.723	0.616	0.560	105.017
SPI1	3	10	2	10	172.490	0.304	0.708	0.668	107.061
CEBPB	0	1	3	15	190.570	0.503	0.557	0.540	119.070
CEBPB	1	1	3	12	210.736	0.697	0.635	0.640	110.633
CEBPB	2	1	1	12	154.755	0.525	0.491	0.436	99.898
CEBPB	3	1	2	12	137.310	0.351	0.597	0.543	78.642
CEBPB	4	1	2	15	167.895	0.476	0.630	0.591	99.517
CEBPB	5	1	3	12	181.913	0.595	0.534	0.474	99.054
CEBPB	6	1	2	10	151.910	33.365	0.021	0.008	146.870
CEBPB	0	2	3	15	213.027	0.338	0.616	0.587	117.662
CEBPB	1	2	1	14	193.153	0.509	0.587	0.571	122.943
CEBPB	2	2	3	15	164.286	0.365	0.609	0.571	94.082
CEBPB	3	2	2	14	141.198	0.321	0.662	0.606	83.037
CEBPB	4	2	3	14	167.256	0.449	0.623	0.578	97.925
CEBPB	5	2	2	15	170.548	0.875	0.470	0.401	110.450
CEBPB	6	2	3	15	150.166	71.972	0.328	0.333	218.009
CEBPB	0	3	2	14	215.806	0.571	0.609	0.570	135.039
CEBPB	1	3	3	15	191.277	0.517	0.590	0.561	111.198
CEBPB	2	3	2	14	154.887	0.417	0.586	0.531	103.236
CEBPB	3	3	1	15	142.190	0.428	0.652	0.618	87.909
CEBPB	4	3	3	14	166.122	0.565	0.628	0.577	98.997
CEBPB	5	3	3	15	170.390	0.964	0.497	0.422	101.070
CEBPB	6	3	1	13	155.285	25.417	-0.108	-0.115	119.562
CEBPB	0	4	2	15	203.389	0.502	0.592	0.551	132.743
CEBPB	1	4	3	15	205.279	0.533	0.600	0.591	108.057
CEBPB	2	4	2	13	140.989	0.416	0.487	0.428	96.405
CEBPB	3	4	2	14	137.441	0.375	0.622	0.566	86.511
CEBPB	4	4	2	15	163.406	0.423	0.630	0.584	98.069
CEBPB	5	4	1	14	181.205	0.757	0.516	0.513	100.957
CEBPB	6	4	1	12	151.787	41.724	0.205	0.199	138.492
CEBPB	0	5	2	14	204.244	0.452	0.571	0.546	125.736
CEBPB	1	5	2	13	189.575	0.510	0.593	0.567	116.678
CEBPB	2	5	3	15	153.289	0.332	0.588	0.536	84.586
CEBPB	3	5	1	15	138.819	0.356	0.625	0.567	82.542
CEBPB	4	5	2	14	166.676	0.492	0.615	0.554	95.690
CEBPB	5	5	2	14	165.171	0.529	0.511	0.431	105.560
CEBPB	6	5	3	13	151.735	14.716	-0.029	-0.054	112.451
CEBPB	0	6	2	14	183.769	0.652	0.582	0.546	124.484
CEBPB	1	6	2	15	193.723	0.651	0.577	0.583	106.688
CEBPB	2	6	3	15	151.362	0.434	0.597	0.547	95.780
CEBPB	3	6	3	12	126.174	0.394	0.591	0.522	83.589
CEBPB	4	6	3	15	163.044	0.507	0.604	0.555	98.199
CEBPB	5	6	1	11	167.381	0.564	0.502	0.422	96.989
CEBPB	6	6	3	15	159.850	17.134	-0.250	-0.275	117.540
CEBPB	0	7	1	14	198.381	0.600	0.571	0.553	109.628
CEBPB	1	7	3	14	199.282	0.443	0.634	0.611	106.622
CEBPB	2	7	1	15	150.162	0.382	0.565	0.507	89.157
CEBPB	3	7	2	15	134.105	0.539	0.586	0.545	74.672
CEBPB	4	7	1	13	162.889	0.441	0.620	0.574	94.541
CEBPB	5	7	3	13	170.540	0.608	0.470	0.416	98.265
CEBPB	6	7	1	13	148.864	18.206	0.052	0.047	110.984
CEBPB	0	8	2	13	198.533	0.584	0.591	0.571	125.892
CEBPB	1	8	3	15	193.926	0.545	0.569	0.573	113.657
CEBPB	2	8	3	10	162.952	0.389	0.639	0.615	91.939
CEBPB	3	8	3	15	138.639	0.399	0.607	0.566	80.005
CEBPB	4	8	2	14	162.726	0.498	0.608	0.582	95.436
CEBPB	5	8	3	15	166.812	0.649	0.496	0.430	100.027
CEBPB	6	8	3	10	147.676	15.946	0.005	0.003	112.045
CEBPB	0	9	3	13	191.875	0.479	0.595	0.566	123.227
CEBPB	1	9	1	15	193.499	0.670	0.587	0.557	109.298
CEBPB	2	9	2	15	162.206	0.351	0.605	0.551	99.379
CEBPB	3	9	3	15	132.432	0.361	0.627	0.556	81.142
CEBPB	4	9	1	14	170.287	0.458	0.656	0.603	95.342
CEBPB	5	9	3	13	169.580	0.647	0.521	0.456	96.349
CEBPB	6	9	1	15	146.001	12.921	0.063	0.117	103.375
CEBPB	0	10	1	7	190.478	0.422	0.607	0.564	117.744
CEBPB	1	10	3	13	190.679	0.433	0.592	0.549	108.141
CEBPB	2	10	1	11	157.202	0.494	0.582	0.521	100.949
CEBPB	3	10	3	13	130.135	0.324	0.601	0.534	78.265
CEBPB	4	10	3	15	167.924	0.435	0.638	0.606	99.733
CEBPB	5	10	1	14	165.264	0.628	0.455	0.393	97.461
CEBPB	6	10	1	13	157.558	28.637	0.124	0.140	122.570
MAX	0	1	3	11	385.415	0.575	0.741	0.744	186.272
MAX	1	1	1	15	214.626	0.266	0.644	0.663	121.306
MAX	2	1	3	7	186.306	0.466	0.611	0.610	105.902
MAX	3	1	3	14	252.945	0.635	0.692	0.705	123.278
MAX	4	1	3	15	104.520	3.282	0.166	0.169	57.053
MAX	5	1	2	12	317.432	0.474	0.628	0.637	183.602
MAX	6	1	3	12	266.962	0.431	0.650	0.634	150.654
MAX	0	2	1	15	383.158	0.671	0.761	0.760	210.707
MAX	1	2	1	15	219.153	0.295	0.672	0.681	123.770
MAX	2	2	1	13	206.307	0.287	0.678	0.675	106.185
MAX	3	2	3	14	243.445	0.503	0.690	0.706	139.726
MAX	4	2	3	14	106.749	2.355	0.254	0.280	53.747
MAX	5	2	2	15	313.988	0.585	0.641	0.642	189.862
MAX	6	2	3	14	275.281	0.375	0.687	0.676	156.720
MAX	0	3	1	11	355.644	0.709	0.749	0.744	210.404
MAX	1	3	2	14	211.068	0.300	0.677	0.696	127.596
MAX	2	3	3	9	209.070	0.464	0.613	0.687	122.557
MAX	3	3	2	11	226.303	0.686	0.683	0.684	133.892
MAX	4	3	3	15	101.537	3.876	0.194	0.218	59.976
MAX	5	3	3	13	304.427	0.449	0.614	0.621	196.225
MAX	6	3	1	10	261.630	0.388	0.686	0.686	163.325
MAX	0	4	1	14	368.891	0.972	0.676	0.692	191.328
MAX	1	4	3	15	209.975	0.264	0.619	0.627	123.738
MAX	2	4	3	7	202.159	0.286	0.652	0.665	117.981
MAX	3	4	1	12	245.460	0.887	0.676	0.686	124.575
MAX	4	4	1	15	101.477	2.660	0.239	0.240	55.820
MAX	5	4	2	15	298.208	0.498	0.637	0.641	188.390
MAX	6	4	3	12	256.516	0.340	0.678	0.662	155.619
MAX	0	5	1	13	377.972	0.657	0.723	0.727	196.309
MAX	1	5	3	14	216.722	0.259	0.681	0.691	121.409
MAX	2	5	3	8	202.728	0.368	0.640	0.647	116.465
MAX	3	5	3	15	240.311	0.495	0.691	0.708	134.213
MAX	4	5	2	15	103.046	1.694	0.285	0.320	51.485
MAX	5	5	3	13	308.327	0.563	0.633	0.641	181.332
MAX	6	5	2	14	263.819	0.406	0.655	0.654	150.423
MAX	0	6	1	14	364.968	0.518	0.752	0.751	202.250
MAX	1	6	3	15	215.085	0.306	0.668	0.666	122.580
MAX	2	6	1	12	188.251	0.328	0.627	0.638	116.066
MAX	3	6	3	13	239.234	0.798	0.709	0.710	130.157
MAX	4	6	1	15	100.139	3.020	0.181	0.199	57.959
MAX	5	6	3	15	292.532	0.402	0.665	0.667	183.588
MAX	6	6	3	14	254.376	0.375	0.665	0.667	155.168
MAX	0	7	2	9	357.400	0.709	0.691	0.698	193.603
MAX	1	7	2	15	212.240	0.381	0.647	0.646	121.493
MAX	2	7	1	11	194.509	0.441	0.625	0.649	102.438
MAX	3	7	2	15	235.620	0.602	0.663	0.669	130.076
MAX	4	7	1	14	98.970	1.035	0.327	0.321	53.980
MAX	5	7	2	15	300.722	0.390	0.646	0.653	177.351
MAX	6	7	2	11	257.226	0.413	0.685	0.676	150.055
MAX	0	8	3	14	374.973	0.870	0.726	0.728	194.064
MAX	1	8	3	15	215.585	0.279	0.670	0.683	123.746
MAX	2	8	1	11	197.053	0.380	0.645	0.675	109.970
MAX	3	8	3	15	236.690	0.694	0.676	0.699	127.778
MAX	4	8	1	15	104.665	2.392	0.241	0.264	54.072
MAX	5	8	1	14	310.715	0.736	0.661	0.670	185.742
MAX	6	8	3	12	267.460	0.314	0.667	0.657	150.944
MAX	0	9	1	15	365.903	0.899	0.724	0.736	200.366
MAX	1	9	1	14	219.149	0.246	0.675	0.687	122.834
MAX	2	9	3	15	186.976	0.341	0.649	0.646	108.748
MAX	3	9	2	14	234.636	0.613	0.686	0.682	128.764
MAX	4	9	1	15	105.940	2.520	0.209	0.226	54.329
MAX	5	9	1	15	311.740	0.505	0.617	0.618	184.728
MAX	6	9	1	14	267.867	0.328	0.678	0.681	155.804
MAX	0	10	2	14	345.180	0.645	0.709	0.701	198.256
MAX	1	10	3	14	207.358	0.243	0.672	0.674	125.605
MAX	2	10	1	15	185.897	0.352	0.639	0.639	105.781
MAX	3	10	1	13	224.153	0.529	0.690	0.680	126.029
MAX	4	10	2	14	100.359	1.483	0.333	0.348	54.318
MAX	5	10	2	15	291.687	0.430	0.616	0.617	188.987
MAX	6	10	1	9	249.397	0.449	0.661	0.641	156.841
GABPA	0	1	2	14	259.567	0.729	0.615	0.639	129.659
GABPA	1	1	3	15	228.088	0.376	0.609	0.581	132.658
GABPA	2	1	3	15	568.768	4.933	0.356	0.420	401.936
GABPA	3	1	3	15	396.255	0.978	0.697	0.709	190.379
GABPA	4	1	3	14	412.893	0.918	0.577	0.574	235.906
GABPA	5	1	2	15	275.862	3.298	0.287	0.334	153.551
GABPA	6	1	3	10	319.463	0.578	0.808	0.776	168.487
GABPA	7	1	1	15	494.890	10.606	0.374	0.463	290.836
GABPA	8	1	1	15	481.035	1.485	0.560	0.601	256.991
GABPA	0	2	3	9	262.283	0.842	0.540	0.547	140.643
GABPA	1	2	3	15	233.336	0.458	0.490	0.520	130.372
GABPA	2	2	3	15	645.209	29.897	0.136	0.135	402.453
GABPA	3	2	3	14	408.259	1.742	0.633	0.649	212.581
GABPA	4	2	1	8	497.052	1.107	0.559	0.599	241.979
GABPA	5	2	2	15	291.812	4.541	0.259	0.363	155.295
GABPA	6	2	2	15	359.968	1.037	0.719	0.754	183.816
GABPA	7	2	2	15	593.514	23.880	0.266	0.266	385.108
GABPA	8	2	1	15	487.807	2.551	0.344	0.368	270.855
GABPA	0	3	1	15	271.128	0.631	0.686	0.694	136.809
GABPA	1	3	3	14	237.258	0.342	0.591	0.612	132.574
GABPA	2	3	2	15	888.305	182.130	-0.200	-0.134	1022.948
GABPA	3	3	3	14	387.362	1.360	0.677	0.699	212.287
GABPA	4	3	2	12	438.756	0.950	0.603	0.584	267.310
GABPA	5	3	1	15	271.362	3.155	0.306	0.377	165.527
GABPA	6	3	3	10	318.916	0.614	0.805	0.778	201.514
GABPA	7	3	1	15	519.144	1.410	0.810	0.846	322.049
GABPA	8	3	2	15	472.760	0.840	0.701	0.733	270.058
GABPA	0	4	2	14	245.751	0.765	0.611	0.614	146.942
GABPA	1	4	2	14	223.998	0.380	0.551	0.609	134.863
GABPA	2	4	3	15	512.896	28.761	0.175	0.263	424.923
GABPA	3	4	2	15	367.123	1.405	0.574	0.622	199.278
GABPA	4	4	3	15	382.887	1.579	0.673	0.642	230.021
GABPA	5	4	2	15	257.707	1.214	0.474	0.547	152.120
GABPA	6	4	1	13	307.100	0.703	0.789	0.758	178.792
GABPA	7	4	1	14	422.417	1.411	0.761	0.804	270.793
GABPA	8	4	2	14	443.696	1.061	0.659	0.692	247.625
GABPA	0	5	2	14	272.792	1.082	0.626	0.632	132.963
GABPA	1	5	2	14	232.377	0.282	0.617	0.624	125.957
GABPA	2	5	2	15	699.260	41.199	0.333	0.352	482.651
GABPA	3	5	3	14	419.876	0.823	0.761	0.734	189.892
GABPA	4	5	1	15	482.128	1.422	0.410	0.465	231.985
GABPA	5	5	2	13	288.738	0.669	0.610	0.629	142.084
GABPA	6	5	3	14	326.126	0.640	0.815	0.796	172.187
GABPA	7	5	2	15	519.991	10.315	0.369	0.386	295.382
GABPA	8	5	2	8	481.699	0.900	0.679	0.702	243.667
GABPA	0	6	1	14	248.391	0.788	0.685	0.668	147.971
GABPA	1	6	3	15	224.371	0.329	0.569	0.591	133.470
GABPA	2	6	2	15	585.631	33.188	0.023	0.053	605.927
GABPA	3	6	2	15	384.344	0.921	0.729	0.725	216.095
GABPA	4	6	2	10	504.931	3.112	0.027	0.084	328.907
GABPA	5	6	2	15	256.487	1.404	0.542	0.562	151.717
GABPA	6	6	3	13	300.510	0.715	0.810	0.783	183.049
GABPA	7	6	2	15	395.105	0.780	0.824	0.840	268.452
GABPA	8	6	3	13	438.480	1.116	0.679	0.703	259.717
GABPA	0	7	2	14	245.604	0.712	0.649	0.673	132.511
GABPA	1	7	2	15	226.010	0.452	0.474	0.515	124.235
GABPA	2	7	1	15	599.501	27.873	0.101	0.217	366.891
GABPA	3	7	2	15	382.650	1.138	0.660	0.667	197.470
GABPA	4	7	2	15	404.798	0.948	0.628	0.617	225.124
GABPA	5	7	3	15	264.226	2.143	0.347	0.406	143.872
GABPA	6	7	1	14	296.511	0.638	0.784	0.767	170.620
GABPA	7	7	1	13	439.635	1.056	0.799	0.853	221.825
GABPA	8	7	2	12	442.555	1.241	0.626	0.665	231.321
GABPA	0	8	3	10	270.771	0.799	0.549	0.558	133.154
GABPA	1	8	2	14	230.191	0.347	0.599	0.597	123.902
GABPA	2	8	3	15	756.876	104.349	0.239	0.235	831.824
GABPA	3	8	3	14	399.365	1.133	0.735	0.715	194.954
GABPA	4	8	3	15	480.564	1.595	0.388	0.433	232.126
GABPA	5	8	3	14	278.476	0.874	0.569	0.597	149.714
GABPA	6	8	3	14	332.307	0.703	0.812	0.783	168.707
GABPA	7	8	1	15	593.237	2.728	0.669	0.690	251.864
GABPA	8	8	3	15	482.502	0.905	0.711	0.725	240.361
GABPA	0	9	2	15	274.722	1.176	0.537	0.544	148.943
GABPA	1	9	1	15	233.365	0.367	0.496	0.525	130.145
GABPA	2	9	2	15	621.327	56.215	0.082	0.097	583.839
GABPA	3	9	1	15	388.980	1.008	0.742	0.718	206.323
GABPA	4	9	3	14	441.602	1.490	0.486	0.501	259.534
